ID_GiaoDich,NgayGiaoDich,ID_SanPham,TenSanPham,ID_KhachHang,KenhBanHang,KhuVuc,SoLuong,GiaBan,DoanhThu,ChietKhau,Thue,ThanhTien,HinhThucThanhToan,LoaiKhachHang,NhanVienBanHang,ThoiTiet,NhietDo,ChiPhi
4668,2023-10-21 08:33:09,8,C2,3,Online,Huế,1,13463.03,13463.03,0.05,1.346.303,141.361.815,Thẻ,Thường xuyên,David,Âm u,30,10381.11
4669,2023-12-16 01:34:09,5,C2,16,Online,Thái Bình,2,18572.58,37145.16,0.0,3.714.516.000.000.000,4.085.967.600.000.000,Chuyển khoản,VIP,Alice,Nắng,24,23654.42
4670,2024-05-29 15:24:19,6,Revive,4,Siêu thị,Khánh Hòa,9,26228.08,23.605.272.000.000.000,0.1,23.605.272,23.605.272.000.000.000,Thẻ,Mới,Carol,Mưa,27,155232.83
4671,2023-08-21 01:41:49,3,Number 1,26,Siêu thị,TP. Hồ Chí Minh,10,13793.29,13.793.290.000.000.000,0.0,13793.29,15.172.619.000.000.000,Tiền mặt,Mới,Bob,Âm u,33,53847.11
4672,2023-07-27 06:03:20,1,Sting,46,Online,Quảng Nam,4,43633.39,174533.56,0.0,17.453.356,191.986.916,Chuyển khoản,VIP,Carol,Âm u,23,140224.39
4673,2024-01-14 07:32:26,9,Mirinda,13,Online,Hải Phòng,6,37041.42,222248.52,0.05,22.224.852.000.000.000,233.360.946,Thẻ,Mới,Carol,Âm u,20,151195.06
4674,2023-10-03 20:01:46,9,Number 1,20,Online,TP. Hồ Chí Minh,5,25325.15,126625.75,0.05,12.662.575,1.329.570.375,Thẻ,Thường xuyên,Bob,Nắng,26,24068.06
4675,2024-03-18 10:53:37,3,Coca-Cola,19,Siêu thị,Hải Phòng,2,16016.08,32032.16,0.1,32.032.160.000.000.000,32032.16,Tiền mặt,Thường xuyên,Carol,Nắng,20,13652.82
4676,2024-02-14 09:28:39,4,Coca-Cola,27,Siêu thị,Thái Bình,1,17767.69,17767.69,0.05,1.776.769,186.560.745,Chuyển khoản,Mới,David,Âm u,26,14375.91
4677,2024-06-13 16:42:43,7,Mirinda,2,Online,Quảng Ninh,1,14803.7,14803.7,0.1,1480.37,14803.7,Thẻ,VIP,David,Mưa,34,2039.32
4678,2024-02-24 03:43:07,2,C2,10,Online,Nghệ An,1,16403.51,16403.51,0.1,1.640.351,16403.51,Tiền mặt,Thường xuyên,Emma,Mưa,29,14256.84
4679,2024-02-01 20:24:23,3,Number 1,25,Online,Quảng Ninh,6,26900.99,161405.94,0.1,16.140.594.000.000.000,161405.94,Chuyển khoản,Mới,Carol,Nắng,30,103837.29
4680,2023-11-25 07:47:34,6,Coca-Cola,19,Online,Bình Định,10,19826.83,198268.3,0.1,19826.83,19.826.830.000.000.000,Thẻ,Mới,David,Âm u,26,119972.3
4681,2024-04-11 10:37:02,8,Mirinda,15,Siêu thị,Quảng Ninh,7,45384.02,317688.14,0.0,31.768.814,349.456.954,Thẻ,Thường xuyên,Emma,Âm u,33,100531.59
4682,2023-07-25 19:59:13,1,Oolong Tea Plus,39,Cửa hàng,Ninh Bình,7,48438.11,339066.77,0.0,33.906.677,372.973.447,Tiền mặt,Thường xuyên,Alice,Mưa,26,101392.3
4683,2024-06-23 13:13:31,4,Oolong Tea Plus,47,Cửa hàng,Khánh Hòa,9,37655.29,338897.61,0.0,33.889.761,372.787.371,Thẻ,Mới,Carol,Nắng,24,289298.78
4684,2024-02-19 19:07:41,1,Pepsi,49,Siêu thị,Huế,3,42351.25,127053.75,0.0,12.705.375.000.000.000,139.759.125,Chuyển khoản,Thường xuyên,Carol,Âm u,32,43022.68
4685,2024-06-12 09:56:50,2,Number 1,24,Siêu thị,Ninh Bình,9,20205.04,181845.36,0.05,18.184.536,190.937.628,Chuyển khoản,VIP,Bob,Nắng,23,131002.17
4686,2023-07-14 07:24:40,8,Strongbow,16,Cửa hàng,Hà Nội,1,36601.62,36601.62,0.1,3.660.162,36601.62,Tiền mặt,Thường xuyên,Emma,Nắng,23,15171.28
4687,2023-07-19 22:57:25,6,Mirinda,17,Cửa hàng,Long An,2,12320.0,24640.0,0.05,2464.0,25872.0,Thẻ,VIP,Alice,Âm u,20,5208.98
4688,2024-01-23 13:30:23,9,C2,16,Cửa hàng,Nam Định,7,48409.6,338867.2,0.0,33886.72,372753.92,Chuyển khoản,VIP,David,Âm u,34,36791.57
4689,2024-01-10 12:57:18,2,Sting,18,Online,Hà Nội,2,36808.95,73617.9,0.1,7361.79,73617.9,Tiền mặt,Thường xuyên,Emma,Nắng,30,39415.46
4690,2024-01-10 18:04:22,3,Coca-Cola,49,Cửa hàng,TP. Hồ Chí Minh,10,22674.36,226743.6,0.1,22674.36,226743.6,Tiền mặt,VIP,Bob,Nắng,21,199675.64
4691,2024-02-02 20:36:02,9,7 Up,4,Cửa hàng,Thái Bình,4,40922.44,163689.76,0.05,16.368.976.000.000.000,171.874.248,Tiền mặt,Mới,Emma,Âm u,31,64708.03
4692,2023-12-28 13:51:30,9,Number 1,2,Online,Nam Định,2,10631.99,21263.98,0.0,2.126.398,23.390.378,Thẻ,Mới,Carol,Mưa,26,8202.66
4693,2024-02-26 16:33:27,6,Coca-Cola,49,Online,Đà Nẵng,2,25049.83,50099.66,0.05,5.009.966,52.604.643,Tiền mặt,Mới,Carol,Nắng,27,18801.06
4694,2023-07-16 07:00:32,3,Pepsi,49,Siêu thị,Đà Nẵng,1,45827.21,45827.21,0.1,45.827.210.000.000.000,45827.21,Thẻ,Mới,David,Mưa,34,23666.78
4695,2023-11-30 05:58:34,5,Mirinda,31,Online,Khánh Hòa,9,20528.25,184754.25,0.0,18.475.425,203.229.675,Tiền mặt,Mới,Carol,Nắng,27,83607.19
4696,2024-06-19 17:46:49,2,C2,2,Cửa hàng,Quảng Ninh,10,36717.24,367172.4,0.0,36717.24,403889.64,Chuyển khoản,Thường xuyên,David,Nắng,32,295181.53
4697,2024-06-19 17:42:00,7,Coca-Cola,2,Online,Đà Nẵng,3,24404.51,73213.53,0.05,7.321.353.000.000.000,768.742.065,Thẻ,Mới,Carol,Nắng,28,36930.12
4698,2024-05-12 17:50:02,10,7 Up,15,Siêu thị,Hải Phòng,1,25694.97,25694.97,0.05,25.694.970.000.000.000,269.797.185,Chuyển khoản,Thường xuyên,Emma,Âm u,26,13006.95
4699,2024-01-15 16:50:20,8,Sting,48,Cửa hàng,Đồng Nai,10,39838.23,3.983.823.000.000.000,0.05,39838.23,418.301.415,Tiền mặt,Mới,David,Âm u,33,83938.07
4700,2024-02-02 01:33:25,6,Mirinda,43,Siêu thị,Đà Nẵng,6,46409.15,278454.9,0.0,27.845.490.000.000.000,306300.39,Thẻ,Mới,Emma,Âm u,20,246764.4
4701,2023-11-28 07:40:34,8,Mirinda,29,Siêu thị,Long An,8,16668.91,133351.28,0.1,13.335.128,133351.28,Chuyển khoản,VIP,Alice,Mưa,27,40002.49
4702,2023-09-13 18:09:45,2,Strongbow,34,Siêu thị,Ninh Bình,7,21075.96,147531.72,0.0,14.753.172,162.284.892,Thẻ,VIP,Emma,Mưa,26,23411.99
4703,2024-04-30 11:58:43,3,Pepsi,40,Online,Hải Phòng,7,29511.9,206583.3,0.0,20658.33,227241.63,Tiền mặt,Mới,Alice,Mưa,21,130254.28
4704,2024-07-01 15:59:06,7,Mirinda,32,Online,Bà Rịa - Vũng Tàu,2,34553.26,69106.52,0.0,6.910.652.000.000.000,76.017.172,Thẻ,VIP,Bob,Âm u,25,39825.61
4705,2023-08-05 23:54:46,10,C2,21,Siêu thị,Bà Rịa - Vũng Tàu,4,28711.95,114847.8,0.0,11484.78,126332.58,Thẻ,VIP,Emma,Nắng,22,49627.63
4706,2024-06-07 06:03:02,1,Mirinda,30,Siêu thị,TP. Hồ Chí Minh,6,42221.95,253331.7,0.05,25333.17,265.998.285,Thẻ,Thường xuyên,Carol,Nắng,24,110896.91
4707,2024-04-06 07:28:06,7,Strongbow,24,Siêu thị,Cần Thơ,2,40724.56,81449.12,0.05,8.144.912,8.552.157.599.999.990,Thẻ,Mới,Carol,Mưa,25,59299.12
4708,2023-12-16 07:45:31,6,Pepsi,44,Siêu thị,Huế,5,26210.12,131050.6,0.1,13105.06,131050.6,Tiền mặt,Thường xuyên,Emma,Âm u,25,33623.67
4709,2023-10-11 23:22:06,8,Number 1,14,Online,Bình Dương,5,11624.52,58.122.600.000.000.000,0.0,5812.26,6.393.486.000.000.000,Thẻ,VIP,Emma,Âm u,33,43952.46
4710,2023-12-01 16:38:28,7,Revive,28,Online,Nghệ An,3,17780.05,53340.15,0.0,5.334.015,5.867.416.499.999.990,Tiền mặt,VIP,Alice,Nắng,27,33017.43
4711,2024-03-22 00:54:31,4,Number 1,14,Siêu thị,Cần Thơ,2,29478.59,58957.18,0.1,5.895.718.000.000.000,58957.18,Thẻ,Thường xuyên,Carol,Âm u,27,25656.74
4712,2024-01-21 01:34:14,3,Oolong Tea Plus,44,Online,Bình Dương,7,47101.48,32.971.036.000.000.000,0.0,3.297.103.600.000.000,36.268.139.600.000.000,Chuyển khoản,Thường xuyên,Bob,Mưa,28,153784.46
4713,2024-03-03 05:59:59,3,Strongbow,34,Cửa hàng,Khánh Hòa,8,32703.35,261626.8,0.0,26162.68,287789.48,Thẻ,VIP,Bob,Âm u,34,79879.31
4714,2023-11-05 17:04:11,4,Mirinda,14,Online,Quảng Ninh,4,31216.33,124865.32,0.1,12.486.532,124865.32,Tiền mặt,VIP,Emma,Mưa,33,87616.93
4715,2023-12-13 21:46:44,9,Pepsi,25,Siêu thị,Thái Bình,4,38959.53,155838.12,0.1,15.583.812,155838.12,Chuyển khoản,Mới,Alice,Mưa,20,79524.16
4716,2023-09-29 10:41:44,9,Number 1,12,Online,Hà Nội,9,16091.95,14.482.755.000.000.000,0.1,14.482.755,14.482.755.000.000.000,Chuyển khoản,VIP,David,Mưa,23,51657.62
4717,2023-12-16 10:38:00,2,Number 1,41,Cửa hàng,Nam Định,4,15876.89,63507.56,0.1,6.350.756,63507.56,Chuyển khoản,Thường xuyên,Carol,Mưa,32,36633.71
4718,2023-09-24 23:25:44,5,Oolong Tea Plus,40,Cửa hàng,Khánh Hòa,10,23816.15,238161.5,0.0,23816.15,261977.65,Tiền mặt,Thường xuyên,Carol,Nắng,29,213532.64
4719,2023-11-08 23:29:59,1,Number 1,20,Online,Thái Bình,3,49795.1,149385.3,0.1,14.938.530.000.000.000,149385.3,Tiền mặt,Thường xuyên,Bob,Âm u,20,66955.96
4720,2024-05-03 01:29:03,4,Strongbow,48,Cửa hàng,Quảng Nam,1,45038.55,45038.55,0.1,45.038.550.000.000.000,45038.55,Chuyển khoản,Thường xuyên,Bob,Âm u,25,37677.14
4721,2024-07-01 22:08:22,2,Number 1,42,Cửa hàng,Đà Nẵng,3,37205.24,111615.72,0.05,11.161.572.000.000.000,117.196.506,Tiền mặt,VIP,Bob,Nắng,32,41969.01
4722,2023-08-10 20:34:05,8,C2,7,Online,Quảng Nam,5,25646.59,128232.95,0.05,12.823.295,1.346.445.975,Chuyển khoản,Thường xuyên,Emma,Nắng,22,18438.12
4723,2024-05-05 01:24:42,4,Oolong Tea Plus,15,Online,Huế,2,32187.51,64375.02,0.1,6.437.502,64375.02,Thẻ,VIP,David,Âm u,24,16955.97
4724,2023-12-05 21:21:22,5,Pepsi,9,Online,Quảng Nam,5,22142.47,110712.35,0.1,11.071.235,110712.35,Chuyển khoản,VIP,David,Nắng,30,48155.01
4725,2023-11-16 16:09:08,4,Pepsi,4,Siêu thị,Đồng Nai,9,36972.95,332756.55,0.05,33.275.655,34.939.437.749.999.900,Tiền mặt,Mới,Bob,Âm u,30,91743.62
4726,2023-11-24 18:41:10,5,Number 1,31,Siêu thị,Đà Nẵng,10,26754.25,267542.5,0.1,26754.25,267542.5,Chuyển khoản,Mới,Emma,Nắng,29,26802.84
4727,2023-09-26 14:19:49,5,Strongbow,23,Cửa hàng,Quảng Ninh,6,14808.76,88852.56,0.05,8.885.256.000.000.000,93.295.188,Chuyển khoản,Thường xuyên,Alice,Nắng,28,73925.44
4728,2023-10-16 15:05:56,5,Strongbow,6,Cửa hàng,Đà Nẵng,3,18603.73,55811.19,0.05,5.581.119.000.000.000,586.017.495,Thẻ,Mới,Emma,Âm u,22,43259.45
4729,2024-02-18 12:10:30,3,Sting,28,Online,Hà Nội,5,34348.32,171741.6,0.05,17174.16,180328.68,Tiền mặt,Mới,Carol,Mưa,21,119160.12
4730,2023-12-29 23:25:27,7,Coca-Cola,12,Cửa hàng,Huế,1,37783.28,37783.28,0.0,3.778.328,41.561.608,Chuyển khoản,VIP,Carol,Nắng,27,8850.8
4731,2024-03-03 05:47:53,3,C2,47,Online,Hải Phòng,8,13840.96,110727.68,0.05,11.072.768,11.626.406.399.999.900,Tiền mặt,VIP,Bob,Mưa,32,21734.83
4732,2023-07-23 09:35:51,2,Sting,22,Siêu thị,Khánh Hòa,9,42334.45,381010.05,0.1,38.101.005,381010.05,Tiền mặt,Mới,David,Mưa,26,58707.48
4733,2023-07-20 11:18:12,3,Coca-Cola,24,Online,Long An,5,42974.72,214873.6,0.1,21487.36,214873.6,Tiền mặt,Mới,David,Nắng,20,145947.17
4734,2024-06-26 23:17:01,3,Revive,34,Cửa hàng,Hà Nội,9,38924.0,350316.0,0.05,35031.6,367831.8,Thẻ,Mới,Carol,Mưa,28,295332.63
4735,2024-01-22 03:13:06,8,7 Up,19,Online,Thái Bình,8,37344.22,298753.76,0.0,29.875.376.000.000.000,328.629.136,Tiền mặt,Mới,Carol,Âm u,29,132774.73
4736,2024-03-07 01:35:22,4,Coca-Cola,24,Online,Khánh Hòa,8,19274.98,154199.84,0.1,15.419.984,154199.84,Tiền mặt,Mới,Bob,Âm u,29,30117.16
4737,2024-03-15 14:18:53,3,7 Up,20,Online,Hà Nội,2,46785.8,93571.6,0.05,9.357.160.000.000.000,98250.18,Tiền mặt,Mới,David,Mưa,23,47713.49
4738,2024-01-13 18:27:45,10,Oolong Tea Plus,34,Cửa hàng,Đà Nẵng,5,20743.21,103716.05,0.1,10.371.605,103716.05,Thẻ,Thường xuyên,Carol,Âm u,25,39315.18
4739,2023-09-28 02:15:29,5,Number 1,47,Online,Bà Rịa - Vũng Tàu,8,17300.37,138402.96,0.05,13.840.296,145.323.108,Tiền mặt,Mới,Bob,Nắng,32,55341.8
4740,2023-11-11 17:34:13,4,Coca-Cola,27,Online,Long An,3,35542.0,106626.0,0.1,10.662.600.000.000.000,106626.0,Tiền mặt,VIP,Alice,Mưa,31,63662.6
4741,2024-01-16 13:59:08,9,Strongbow,44,Cửa hàng,Quảng Nam,1,24564.54,24564.54,0.0,2.456.454,27.020.994,Thẻ,VIP,Emma,Nắng,26,16580.44
4742,2024-06-29 00:16:39,8,C2,29,Siêu thị,Huế,4,47322.06,189288.24,0.0,18.928.824,208.217.064,Thẻ,Thường xuyên,Alice,Nắng,27,35677.59
4743,2024-07-06 05:00:19,7,Revive,1,Siêu thị,Bình Dương,4,28410.44,113641.76,0.0,11.364.176,125.005.936,Chuyển khoản,Mới,Alice,Âm u,23,14599.81
4744,2024-03-28 00:26:40,8,Pepsi,46,Cửa hàng,Thái Bình,10,16548.91,165489.1,0.0,16548.91,182038.01,Tiền mặt,Thường xuyên,Carol,Mưa,28,148189.57
4745,2024-03-30 00:13:35,5,Sting,36,Siêu thị,Hải Phòng,4,48302.1,193208.4,0.1,19320.84,193208.4,Chuyển khoản,Thường xuyên,David,Âm u,31,55292.9
4746,2024-05-26 23:41:46,4,Number 1,43,Online,Quảng Ninh,4,30617.87,122471.48,0.1,12.247.148,122471.48,Thẻ,Mới,Carol,Âm u,32,17521.31
4747,2024-03-20 23:22:29,7,Sting,39,Cửa hàng,Bà Rịa - Vũng Tàu,9,30742.88,276685.92,0.0,27.668.592,304.354.512,Tiền mặt,VIP,Alice,Mưa,29,69697.26
4748,2024-02-09 07:57:04,1,Sting,45,Online,Huế,1,25432.49,25432.49,0.1,25.432.490.000.000.000,25432.49,Chuyển khoản,Thường xuyên,Emma,Nắng,20,3335.89
4749,2024-02-09 18:05:41,6,Mirinda,46,Online,TP. Hồ Chí Minh,9,43440.59,390965.31,0.05,39.096.531,4.105.135.755,Thẻ,Thường xuyên,Alice,Mưa,34,161644.11
4750,2023-08-30 16:01:10,8,Sting,7,Cửa hàng,Quảng Ninh,7,21506.03,150542.21,0.0,15.054.221,16.559.643.099.999.900,Tiền mặt,Thường xuyên,Carol,Nắng,33,111690.49
4751,2024-05-11 04:42:34,7,Sting,43,Online,Huế,5,10548.4,52742.0,0.1,5274.2,52742.0,Thẻ,Thường xuyên,Bob,Mưa,27,19672.53
4752,2024-04-14 11:14:50,2,Mirinda,20,Cửa hàng,Nghệ An,2,29891.61,59783.22,0.05,5.978.322,62.772.381,Chuyển khoản,Thường xuyên,Carol,Âm u,28,27222.09
4753,2024-03-30 19:29:13,7,Mirinda,20,Online,Hải Phòng,10,47036.4,470364.0,0.05,47036.4,493882.2,Thẻ,VIP,Carol,Mưa,34,301253.76
4754,2024-03-11 07:32:47,6,C2,25,Siêu thị,Huế,10,20930.94,209309.4,0.1,20930.94,209309.4,Chuyển khoản,Mới,Carol,Âm u,23,106143.99
4755,2023-11-08 18:38:41,5,Coca-Cola,43,Online,Ninh Bình,10,20652.48,206524.8,0.0,20652.48,227177.28,Thẻ,VIP,David,Nắng,24,162980.4
4756,2023-07-26 13:09:28,4,Coca-Cola,21,Online,Bình Dương,4,39524.73,158098.92,0.05,15.809.892.000.000.000,166.003.866,Tiền mặt,VIP,Bob,Âm u,21,125345.34
4757,2024-01-18 01:01:51,1,C2,9,Cửa hàng,Khánh Hòa,4,41022.11,164088.44,0.0,16.408.844,180.497.284,Chuyển khoản,Mới,David,Mưa,24,17709.83
4758,2024-04-10 16:01:34,2,Mirinda,27,Siêu thị,Quảng Ninh,4,27422.7,109690.8,0.1,10.969.080.000.000.000,109690.8,Thẻ,Thường xuyên,Emma,Mưa,30,79244.7
4759,2023-11-01 15:20:21,7,7 Up,28,Online,Thái Bình,2,43346.56,86693.12,0.1,8.669.312,86693.12,Tiền mặt,Mới,David,Mưa,32,40623.26
4760,2024-05-27 16:30:22,10,Pepsi,25,Online,Bà Rịa - Vũng Tàu,8,16877.5,135020.0,0.1,13502.0,135020.0,Thẻ,Thường xuyên,Alice,Âm u,22,120312.6
4761,2024-03-18 22:14:50,3,C2,36,Siêu thị,Quảng Nam,4,24681.38,98725.52,0.0,9.872.552,108.598.072,Tiền mặt,Mới,Alice,Âm u,28,48038.42
4762,2023-12-30 03:30:32,5,Revive,34,Siêu thị,Huế,9,26171.52,235543.68,0.0,23.554.368,259.098.048,Chuyển khoản,VIP,Emma,Nắng,34,209520.05
4763,2024-04-24 23:37:31,8,C2,2,Siêu thị,Nghệ An,2,22512.15,45024.3,0.05,4502.43,4.727.551.500.000.000,Tiền mặt,Mới,Alice,Mưa,32,31681.6
4764,2024-05-03 16:02:56,8,Mirinda,9,Siêu thị,Đà Nẵng,7,18709.72,130968.04,0.05,13.096.804.000.000.000,137.516.442,Thẻ,VIP,Alice,Nắng,24,39144.24
4765,2023-07-14 02:19:40,6,7 Up,19,Siêu thị,Bình Dương,5,23526.32,117631.6,0.0,11763.16,129394.76,Thẻ,Mới,Emma,Mưa,24,62428.97
4766,2024-05-07 17:19:20,5,Number 1,15,Online,Bà Rịa - Vũng Tàu,5,10720.15,53600.75,0.1,5.360.075,53600.75,Thẻ,Mới,Carol,Âm u,26,47903.45
4767,2024-05-29 00:26:14,2,Mirinda,21,Siêu thị,Quảng Nam,7,38134.7,266942.9,0.0,26694.29,29.363.718.999.999.900,Chuyển khoản,Thường xuyên,Emma,Âm u,31,209823.66
4768,2023-10-28 01:15:40,9,Oolong Tea Plus,50,Siêu thị,Ninh Bình,4,37359.05,149436.2,0.05,14.943.620.000.000.000,156908.01,Thẻ,Mới,Emma,Nắng,28,26583.73
4769,2024-04-16 01:57:56,1,Oolong Tea Plus,16,Online,Huế,3,28009.17,84027.51,0.1,8.402.751,84027.51,Tiền mặt,Thường xuyên,Bob,Mưa,24,55886.5
4770,2023-12-26 20:03:11,2,Pepsi,2,Cửa hàng,Đà Nẵng,9,22916.95,206252.55,0.05,20.625.255,2.165.651.775,Thẻ,VIP,Bob,Nắng,29,77646.59
4771,2023-12-20 08:47:24,1,Mirinda,26,Online,Hà Nội,3,27364.18,8.209.254.000.000.000,0.1,8.209.254,8.209.254.000.000.000,Thẻ,Thường xuyên,David,Mưa,28,8667.81
4772,2023-09-27 16:07:47,4,Strongbow,44,Cửa hàng,Bình Định,5,47461.77,237308.85,0.0,23.730.885,261.039.735,Tiền mặt,Thường xuyên,Emma,Âm u,32,100330.57
4773,2023-10-31 07:04:55,4,Oolong Tea Plus,29,Siêu thị,Ninh Bình,2,34143.2,68286.4,0.05,6.828.639.999.999.990,71700.72,Thẻ,Thường xuyên,Bob,Nắng,26,19653.07
4774,2024-02-17 21:55:44,5,Sting,33,Cửa hàng,Bình Dương,7,39255.02,274785.14,0.1,27.478.514,274785.14,Thẻ,Mới,Alice,Âm u,25,207489.0
4775,2023-08-02 20:05:42,5,Number 1,34,Online,Hà Nội,7,19180.9,13.426.630.000.000.000,0.05,13.426.630.000.000.000,14.097.961.500.000.000,Tiền mặt,Mới,David,Mưa,29,49660.34
4776,2023-09-27 13:18:16,8,Sting,46,Cửa hàng,TP. Hồ Chí Minh,5,13790.41,68952.05,0.0,6.895.205,75.847.255,Chuyển khoản,VIP,Emma,Âm u,25,52542.77
4777,2023-10-25 09:00:43,3,Revive,27,Cửa hàng,Khánh Hòa,8,13327.48,106619.84,0.05,10.661.984,111.950.832,Chuyển khoản,VIP,Emma,Âm u,23,10712.99
4778,2024-02-29 03:40:42,6,Pepsi,7,Cửa hàng,Nam Định,9,28881.23,259931.07,0.05,25.993.107,2.729.276.235,Tiền mặt,VIP,David,Nắng,29,90002.52
4779,2024-02-04 15:55:05,3,Revive,49,Siêu thị,Hà Nội,4,38668.17,154672.68,0.1,15.467.268,154672.68,Chuyển khoản,VIP,Alice,Âm u,34,45308.6
4780,2023-11-27 16:35:34,2,Revive,15,Online,Nghệ An,2,40965.59,81931.18,0.1,8.193.118,81931.18,Tiền mặt,VIP,Emma,Mưa,28,23502.28
4781,2023-11-19 00:29:51,8,Oolong Tea Plus,17,Cửa hàng,Long An,2,38817.11,77634.22,0.0,7.763.422,85.397.642,Tiền mặt,VIP,Emma,Mưa,28,11998.31
4782,2023-08-11 09:00:30,1,Mirinda,9,Siêu thị,Hà Nội,4,46511.41,186045.64,0.1,18.604.564,186045.64,Chuyển khoản,Mới,Alice,Âm u,22,46455.49
4783,2023-12-18 03:08:16,9,Coca-Cola,13,Online,Hải Phòng,6,12080.15,72480.9,0.1,7.248.090.000.000.000,72480.9,Chuyển khoản,Mới,David,Nắng,30,39461.48
4784,2024-02-13 03:10:49,7,Oolong Tea Plus,32,Online,Quảng Nam,6,44214.43,265286.58,0.05,26.528.658.000.000.000,27.855.090.900.000.000,Thẻ,Mới,Alice,Mưa,30,88364.0
4785,2024-07-08 03:34:29,10,C2,2,Online,Long An,2,36427.72,72855.44,0.0,7.285.544.000.000.000,80.140.984,Thẻ,Mới,David,Nắng,23,31613.13
4786,2024-06-16 06:47:01,4,Coca-Cola,32,Online,Huế,1,17020.98,17020.98,0.0,1.702.098,18.723.078,Tiền mặt,VIP,Alice,Mưa,20,6833.81
4787,2023-09-11 17:02:15,3,Mirinda,47,Siêu thị,Thái Bình,2,37295.91,74591.82,0.1,7.459.182.000.000.000,74591.82,Thẻ,Thường xuyên,Bob,Âm u,31,59727.46
4788,2023-08-21 00:13:41,6,Revive,20,Online,Huế,8,30470.89,243767.12,0.05,24.376.712,255.955.476,Thẻ,Mới,Carol,Mưa,28,200922.42
4789,2023-08-31 04:09:26,9,7 Up,43,Cửa hàng,Quảng Nam,5,24362.01,121810.05,0.0,12.181.005,133.991.055,Thẻ,Mới,Emma,Nắng,34,60218.7
4790,2023-12-30 21:47:41,9,Pepsi,19,Online,Bình Dương,3,19918.57,59755.71,0.0,5.975.571.000.000.000,65.731.281,Thẻ,VIP,Emma,Âm u,25,21758.53
4791,2023-09-19 12:06:58,4,Mirinda,46,Online,Đồng Nai,9,28566.64,257099.76,0.05,25.709.976,269.954.748,Thẻ,VIP,Emma,Nắng,30,47676.72
4792,2024-03-17 11:46:02,10,7 Up,27,Siêu thị,Nghệ An,7,19565.54,136958.78,0.1,13.695.878.000.000.000,136958.78,Thẻ,Mới,David,Nắng,22,118157.39
4793,2023-10-29 13:06:39,5,Number 1,36,Cửa hàng,Huế,8,13313.97,106511.76,0.1,10.651.176,106511.76,Tiền mặt,VIP,Carol,Mưa,21,15783.08
4794,2023-09-28 02:48:58,9,Revive,30,Cửa hàng,Khánh Hòa,6,43845.65,263073.9,0.1,26.307.390.000.000.000,263073.9,Chuyển khoản,VIP,Bob,Nắng,27,88950.61
4795,2024-06-25 20:52:53,2,Sting,11,Siêu thị,Hải Phòng,7,33714.07,235998.49,0.05,23.599.849,2.477.984.145,Tiền mặt,VIP,Carol,Âm u,25,79874.39
4796,2024-01-01 18:58:27,2,C2,16,Siêu thị,Đồng Nai,3,24547.15,7.364.145.000.000.000,0.05,7.364.145.000.000.000,7.732.352.250.000.000,Chuyển khoản,VIP,Bob,Âm u,33,26240.0
4797,2024-06-07 21:23:48,5,7 Up,26,Cửa hàng,Quảng Ninh,1,27867.65,27867.65,0.0,27.867.650.000.000.000,30.654.415,Tiền mặt,VIP,Emma,Nắng,33,6449.4
4798,2023-11-04 12:29:56,1,Mirinda,30,Cửa hàng,Long An,1,44593.96,44593.96,0.05,4.459.396,46.823.658,Chuyển khoản,Mới,David,Âm u,22,32398.81
4799,2023-11-07 21:56:07,8,Sting,2,Online,Đồng Nai,1,22794.06,22794.06,0.1,22.794.060.000.000.000,22794.06,Thẻ,VIP,Carol,Âm u,22,4513.18
4800,2023-10-17 01:13:29,5,Oolong Tea Plus,34,Siêu thị,Hải Phòng,7,25207.3,176451.1,0.0,17645.11,194096.21,Chuyển khoản,Thường xuyên,Alice,Âm u,32,107269.09
4801,2024-05-07 02:32:36,10,Number 1,41,Cửa hàng,Hải Phòng,2,40643.98,81287.96,0.05,8.128.796.000.000.000,8.535.235.800.000.000,Tiền mặt,Thường xuyên,David,Mưa,27,16182.55
4802,2023-10-16 08:48:20,2,Number 1,22,Cửa hàng,Nghệ An,6,18021.1,108126.6,0.05,10812.66,113532.93,Tiền mặt,VIP,Carol,Âm u,20,16914.08
4803,2024-06-30 21:49:30,9,Oolong Tea Plus,31,Siêu thị,Bình Dương,1,36371.16,36371.16,0.0,3.637.116,40.008.276.000.000.000,Tiền mặt,Thường xuyên,Alice,Âm u,22,30098.72
4804,2024-06-18 23:58:10,2,Number 1,21,Siêu thị,Cần Thơ,10,27373.39,273733.9,0.1,27373.39,273733.9,Thẻ,Thường xuyên,Emma,Âm u,32,69009.14
4805,2023-10-04 18:16:29,7,Sting,36,Cửa hàng,TP. Hồ Chí Minh,8,30006.84,240054.72,0.1,24.005.472,240054.72,Tiền mặt,VIP,David,Âm u,24,181721.45
4806,2023-11-20 04:29:27,8,Sting,40,Siêu thị,Bình Định,5,41475.99,207379.95,0.05,20.737.995,2.177.489.475,Thẻ,Mới,Carol,Nắng,24,111094.41
4807,2023-10-19 21:25:45,6,Pepsi,23,Cửa hàng,Đồng Nai,9,49726.29,447536.61,0.0,44.753.661,492.290.271,Thẻ,Mới,Emma,Âm u,33,72628.58
